2117	1	494	273
106	2	857	530
1927	2	381	216
8181	1	700	447
573	2	789	257
2592	1	897	921
6688	2	489	392
5077	2	959	504
534	1	746	832
3357	2	533	1351
3009	1	714	140
1114	1	11	1029
2741	2	617	870
8208	2	505	485
3891	1	788	1116
538	1	341	430
1917	2	193	430
6756	2	394	220
173	2	828	305
2477	1	908	605
5555	1	45	591
6264	2	957	757
1007	2	903	260
7569	2	690	922
6095	1	315	1347
1528	2	446	409
7116	1	659	207
7844	1	30	175
8631	1	119	738
7648	2	484	369
4051	2	420	521
2260	2	485	1028
5851	2	495	1414
9914	1	611	229
3264	1	743	1037
3816	1	699	451
2374	2	953	8
5965	1	1000	1280
1998	1	57	1235
1720	2	190	980
3062	1	648	545
733	2	328	1322
4363	2	448	661
785	2	754	448
134	2	561	233
6923	1	632	491
5682	1	600	1290
4083	2	717	721
7013	1	51	346
8273	2	181	718
9112	1	974	781
170	1	411	1392
9902	1	489	268
1716	2	491	826
6126	1	127	182
1281	1	658	613
4403	1	49	154
7858	1	273	218
5309	1	585	126
1642	2	175	1369
7083	1	879	667
7015	1	139	1237
6214	2	624	926
3495	2	357	54
9336	2	354	1001
8599	2	622	1333
929	2	913	1296
3124	2	228	324
1716	2	477	796
1606	1	351	1124
6242	1	602	651
4705	1	375	1356
7788	2	974	1326
5092	2	995	969
1359	1	423	298
9107	2	203	473
8477	2	858	280
4208	1	583	1038
3917	2	709	357
4371	2	182	1201
5913	2	286	1235
1272	1	840	1148
6623	2	641	246
5106	2	484	831
9457	2	662	1175
2883	2	275	156
8811	2	656	948
8518	1	1003	620
8960	1	728	382
6550	1	589	760
5844	2	696	890
2117	1	600	159
4153	1	897	385
3942	2	852	279
7907	2	453	1056
1427	1	511	36
7904	1	341	856
1369	1	355	1251
6637	2	549	831
473	1	365	1250
3930	2	635	477
4723	1	416	740
1141	2	779	1008
1173	2	592	1026
46	1	998	297
7190	2	1000	933
2942	2	526	1421
448	1	741	494
335	1	780	308
8044	2	56	974
1999	2	307	333
1310	2	352	1262
8403	1	170	953
9273	2	69	712
6108	1	717	331
1653	2	206	1196
9550	2	604	1167
8832	2	772	124
9694	1	379	223
9192	1	573	688
2328	1	624	623
8357	2	322	498
440	2	881	1251
1951	2	154	1347
2401	2	443	628
1955	1	85	1365
5307	2	100	14
3194	2	25	1103
1345	2	498	629
1749	1	504	621
3792	1	305	539
230	2	191	1181
4348	2	698	1227
8843	2	193	770
7324	2	710	1058
5488	1	459	85
2392	2	527	369
7779	1	37	1151
2516	1	647	1340
6403	1	447	1344
1035	2	135	1406
1957	2	514	235
8873	1	281	675
3726	2	538	1384
9817	1	975	1324
7490	1	331	785
9284	2	626	174
1405	1	425	437
2741	1	355	1331
2004	1	678	1368
494	1	950	376
2127	1	448	209
4293	1	10	525
1260	2	473	810
9728	1	794	1401
7197	2	149	356
1616	2	23	339
3491	2	767	1201
4586	2	683	522
393	1	748	119
4987	1	864	1054
492	2	302	820
1341	1	71	996
6763	1	323	565
2760	1	169	902
1948	2	612	61
6510	2	586	641
2020	1	54	804
7388	2	297	1189
2070	2	340	469
9025	2	209	601
4111	1	403	1327
369	1	659	1076
1156	1	188	1253
716	1	289	1221
4299	2	126	575
9942	1	509	556
6675	1	90	918
2328	1	488	670
1503	1	989	91
8819	1	651	613
5922	2	225	945
4610	1	26	157
7233	2	708	1071
190	2	692	473
8782	1	736	191
8197	1	92	1180
7766	2	201	1250
7129	1	443	608
4848	2	666	425
4692	2	396	627
162	1	760	61
8621	1	174	1076
5578	1	445	696
8227	2	269	955
7210	2	839	970
1724	2	626	238
4789	1	135	1429
4872	2	295	301
7906	2	459	49
4825	1	883	263
3586	1	371	968
1419	2	100	1218
7939	1	687	187
895	1	160	55
6394	1	776	732
9242	2	218	20
1856	2	659	754
1341	1	508	473
353	2	809	1049
1411	1	727	1307
9084	2	978	639
346	2	300	1187
8567	1	109	1287
3762	1	263	1200
6107	2	201	522
9805	1	175	113
3366	1	576	1073
6480	1	432	428
8024	2	390	892
8730	2	208	730
1235	2	710	767
1798	2	589	1224
4097	2	910	319
4808	2	1006	1432
7763	2	166	889
7857	2	789	606
5939	1	821	1403
1030	1	803	708
8119	1	763	1193
1358	1	724	614
7516	2	520	90
32	1	255	118
3081	2	828	57
3098	2	976	505
2257	2	917	548
2403	2	141	520
1197	2	509	1104
7857	2	492	496
3533	2	753	579
6571	2	780	371
962	1	954	24
2709	1	999	836
2974	2	472	1087
2650	2	343	911
694	2	330	539
1353	2	317	463
5887	2	543	1186
8472	2	731	182
1304	2	457	512
9063	1	468	425
9569	1	796	116
1751	1	359	1089
6177	2	363	1425
2080	2	224	11
2110	2	276	286
6107	2	94	1416
5027	2	927	247
1947	2	286	878
4546	2	115	554
8780	2	510	1222
9922	2	193	1435
9369	1	299	684
2444	1	318	673
27	2	756	50
8535	1	942	902
5780	2	492	444
4200	2	404	11
226	1	644	325
774	1	82	865
2735	1	999	697
3700	2	719	529
965	1	597	1338
7569	2	756	1365
5168	1	192	539
5854	1	86	125
8294	1	514	520
3054	1	816	1131
9100	2	77	668
940	2	278	279
5979	1	401	712
579	2	611	588
6580	2	321	1363
2311	2	267	105
5979	1	166	1333
7655	1	858	897
4482	2	651	411
3023	1	707	1147
5079	1	248	326
8124	1	193	850
3898	2	415	876
2941	1	570	310
1994	1	482	21
951	1	119	298
625	1	907	351
9828	2	702	100
5684	2	354	90
705	2	176	913
5640	2	306	173
8138	1	531	462
9692	2	708	208
8649	2	729	655
5592	1	395	1167
6722	1	943	700
1541	2	463	525
2615	2	911	687
7734	2	730	607
6549	1	902	1079
4296	1	622	749
3630	1	567	1208
407	2	197	213
5634	1	22	73
4886	2	455	264
1945	1	734	1237
749	2	184	554
7844	1	419	602
3976	2	671	406
6424	2	657	1261
7952	2	296	471
6747	1	283	116
7055	2	738	336
7807	2	429	842
2659	1	66	438
2720	2	267	1151
6002	2	294	1425
1956	2	775	214
8525	1	203	895
4038	1	518	293
1252	1	856	240
7569	1	996	376
8852	2	73	234
5666	2	844	590
5052	2	837	903
35	2	913	410
9832	2	568	1043
9740	2	736	484
6400	2	186	462
9622	1	651	69
3811	1	733	528
2197	2	999	1199
8756	2	939	544
5947	1	511	674
1447	2	334	1083
4337	2	623	1400
524	2	166	660
3382	1	290	219
7741	1	943	718
538	1	796	649
8301	2	376	483
464	1	457	1367
5892	2	813	385
7650	2	620	202
9053	1	70	744
2057	1	97	864
7174	1	661	845
1022	2	284	293
593	1	684	58
3693	2	623	30
2020	2	613	1067
2212	1	848	258
4830	1	536	531
9882	2	864	1020
1592	1	913	469
6694	1	189	843
7176	2	71	1355
1225	1	97	1122
4402	2	710	1219
4349	1	177	712
2563	2	270	444
6574	2	671	1241
5115	2	626	846
4395	2	457	931
8695	2	505	991
5214	1	880	554
6709	1	144	1327
1416	1	393	36
2683	2	574	1197
5644	2	511	701
3734	1	487	1343
7529	2	15	693
1516	2	322	510
529	2	490	1149
21	2	91	344
7328	2	31	414
6405	1	50	844
4399	1	894	466
3618	2	322	497
9443	2	470	8
1098	2	459	976
1372	1	896	1124
53	2	488	709
3173	2	538	477
3438	2	433	962
8397	1	246	606
5574	2	18	1068
49	1	184	261
314	2	682	861
7430	1	979	935
8246	1	173	1184
7688	2	884	42
8129	2	523	855
4223	1	437	170
5050	2	63	1400
3053	1	660	1108
2215	1	56	1036
2185	2	906	1134
6826	1	283	1135
4009	1	948	781
1152	2	184	1171
9485	2	861	93
7673	2	241	445
416	1	922	1213
6179	2	782	486
7370	1	988	1249
3739	2	555	187
149	1	362	142
1671	2	184	1022
43	2	821	321
8166	2	240	1027
2351	2	442	1128
78	1	890	595
8516	1	523	1255
1569	2	787	1100
9603	2	670	693
5179	2	51	127
1096	2	836	860
4205	1	276	81
5637	2	140	381
5336	1	942	507
2176	2	790	489
4769	1	149	778
1354	1	168	745
120	1	681	1343
552	1	180	375
2562	2	933	240
2537	1	152	35
6332	1	168	1414
384	1	516	527
745	1	640	349
6483	1	368	851
4033	2	570	966
115	1	36	122
5732	2	91	40
9106	2	830	515
4852	1	562	795
1744	1	111	865
5995	2	323	108
6021	1	694	1307
4639	2	510	924
2514	1	804	333
9763	1	534	1185
9654	2	742	869
4550	2	483	739
5879	2	502	711
7202	2	632	1344
330	1	90	649
9840	1	429	553
1501	1	636	280
6429	1	574	579
5058	2	904	241
6491	2	891	678
672	2	761	72
5687	2	526	193
5254	2	645	1125
1093	2	552	852
1854	1	364	2
6597	2	892	789
4445	2	549	1070
9149	2	578	332
5022	2	712	1197
7408	1	869	599
437	1	733	726
8344	2	701	231
3828	1	500	1428
4087	1	462	320
2427	2	355	1222
95	1	631	381
1629	1	628	1375
5733	2	589	682
6542	2	643	38
642	1	302	936
2565	2	844	86
4586	2	630	460
2951	2	987	1151
2618	1	44	1056
8672	2	763	1219
8669	1	910	929
2488	2	880	1179
7212	2	841	96
7596	2	340	944
8421	1	338	1313
5448	2	326	1378
1883	1	569	671
3671	1	822	324
4404	2	960	1061
988	1	394	574
6379	1	640	470
570	1	685	42
3329	1	596	7
3144	2	162	1431
7686	2	92	1056
6851	2	189	1257
222	2	395	1374
5778	2	659	854
2188	2	153	1140
8608	2	253	1067
4453	2	474	37
287	2	577	1285
4466	2	334	332
5008	1	233	185
6358	2	471	1364
8850	2	522	45
2239	2	598	352
2634	2	637	220
1579	1	182	485
6607	2	26	630
6842	1	79	842
420	2	304	189
4916	1	812	1135
3218	1	118	937
2627	1	558	579
7363	1	182	261
9127	1	223	685
1176	2	484	656
1298	1	711	1220
4698	1	204	1181
2637	1	339	342
5691	1	265	275
8541	1	753	581
7452	2	374	430
8932	2	701	614
8542	1	377	508
4502	1	215	0
9396	2	411	641
3673	2	338	339
4104	1	458	275
2583	2	663	1198
2436	2	223	1119
235	1	552	823
4282	2	576	450
7757	1	637	1032
5407	1	391	817
9585	2	395	556
1771	2	945	369
9219	1	904	1350
1790	1	648	1023
6915	1	312	10
7762	2	169	490
4239	1	627	481
1873	2	591	1140
9344	1	460	714
1345	1	190	405
8642	1	388	212
1555	2	88	312
4722	1	349	1413
6609	1	228	1435
7298	2	127	182
8962	1	370	403
1018	1	87	405
963	1	569	1414
7366	2	395	481
6026	2	129	368
2354	1	95	1361
2239	1	737	1279
7698	1	755	430
7868	2	842	1078
8395	2	354	212
9780	2	978	174
2089	1	37	1141
6064	1	874	80
379	1	582	726
1551	1	200	1340
5299	2	118	688
806	1	566	325
1592	2	247	625
7984	2	993	19
6915	1	258	696
2470	1	107	255
6772	2	210	316
8013	2	33	1211
141	1	959	1062
1016	1	550	1128
903	1	277	1298
9550	2	638	765
5049	2	66	466
924	1	60	679
4151	1	140	459
6114	1	637	580
2443	1	856	1174
9990	1	786	1158
4035	2	324	704
3939	1	922	502
5416	1	606	554
4273	2	949	142
9767	2	202	650
5827	2	858	1342
1524	1	448	905
5791	2	714	329
3333	2	868	835
9948	2	67	293
6037	2	548	618
7476	1	206	30
1058	2	989	1026
3691	2	297	467
6880	2	511	1126
1959	2	222	791
8549	2	685	674
6316	1	978	913
2344	2	934	1304
972	1	943	733
94	2	998	891
4497	2	699	1097
9878	1	349	87
5829	1	182	793
8535	2	151	1287
3887	2	312	675
7179	2	402	1340
3452	2	792	915
818	2	251	1245
4060	2	558	1065
2065	2	634	610
5763	2	915	502
7863	2	242	376
8989	1	403	1251
8020	2	890	800
2946	2	762	394
120	1	142	112
1991	1	588	443
6851	1	102	16
1148	2	723	1208
204	1	766	606
6203	2	805	1113
6988	1	468	11
195	2	147	168
1219	2	662	827
612	1	947	454
7832	1	625	201
9617	1	823	1413
6635	2	363	193
6676	1	285	268
3608	2	970	1380
2504	1	157	215
5827	1	99	1192
1582	2	245	244
471	1	836	821
9837	2	184	70
8417	2	737	521
7036	1	826	614
7591	1	667	340
2664	1	750	1309
9209	1	572	381
7583	1	73	491
409	2	269	315
7033	2	988	867
5906	2	729	1053
480	1	862	1229
4970	2	55	163
27	1	800	707
9584	1	107	675
6782	2	239	1204
7926	2	757	293
1918	1	333	388
9639	2	705	70
5683	2	40	202
4730	2	70	1145
2202	2	929	80
9808	1	255	1409
1138	1	231	1047
7944	1	965	89
8994	2	834	337
4793	2	170	813
7889	2	224	5
497	1	640	222
7821	2	211	430
7375	1	400	353
6406	2	520	572
7249	1	691	384
1022	2	786	1393
6722	1	693	632
596	2	494	325
3304	1	365	1081
6540	2	165	707
9960	2	526	1289
1053	2	796	394
8349	2	265	1378
4554	1	703	749
7109	2	673	399
2779	2	378	564
8823	2	373	467
6268	1	526	280
4337	1	985	1090
2882	2	427	490
2854	2	149	678
1627	2	776	333
3359	1	341	156
5527	1	852	1272
1825	1	624	1140
4252	1	16	757
7457	1	657	1172
5179	2	763	197
9776	1	337	86
6383	1	485	1433
1971	2	531	1285
9865	2	644	218
8342	2	214	1092
7676	2	802	1314
3683	1	559	359
7795	1	373	737
2773	1	188	600
137	1	454	25
2398	2	674	1107
6159	1	162	994
2420	2	303	1419
3065	1	732	487
2016	1	1001	227
6065	2	41	166
5677	2	430	1301
3536	1	523	436
419	1	729	430
3024	1	30	791
2143	2	348	1360
2424	1	406	1195
3324	1	664	111
9116	1	463	574
1422	1	319	469
1028	1	516	596
7534	1	330	702
4559	2	89	483
3603	1	939	28
4325	1	872	695
8654	2	293	1396
7103	1	624	175
5889	1	479	576
6996	2	473	319
4341	2	100	1099
6972	1	393	300
4161	1	734	759
50	2	394	627
3698	1	230	1050
5659	2	650	1218
9602	1	366	413
5163	1	114	1278
1618	1	567	1404
3638	1	680	923
7500	2	987	297
2990	2	685	199
4321	2	885	617
2529	1	655	992
2179	1	268	821
275	2	911	568
2009	1	323	251
2813	2	436	216
4716	1	20	346
6475	1	903	859
2718	2	800	457
5395	1	965	1198
6189	1	73	752
2560	1	249	1111
8341	2	793	814
2691	1	599	1163
9853	1	519	338
3175	2	729	534
6804	2	49	833
8506	2	894	1431
1614	2	965	118
1585	2	262	513
8080	2	999	798
806	1	551	1083
3285	1	702	1400
8467	2	220	449
3594	2	71	827
4365	1	897	1025
7527	1	496	1263
6853	1	535	767
557	1	30	306
7399	2	894	946
5561	1	456	245
7068	1	718	868
3051	2	370	861
2042	1	717	470
417	2	819	675
9980	2	101	1081
8054	2	342	1140
9282	1	675	1110
4645	2	429	1041
1947	2	481	647
1466	1	817	528
542	2	12	316
2490	2	148	473
5291	1	207	727
4726	1	920	1418
4289	1	462	912
3137	1	637	1012
1556	2	515	562
851	2	582	764
3756	2	421	1212
3968	2	532	186
904	2	84	513
9361	2	650	1309
8504	2	199	136
8274	2	928	165
910	1	742	364
2316	2	968	968
8281	2	264	285
9107	1	852	1390
5962	1	646	222
931	2	486	501
9040	2	118	805
1935	1	982	206
6053	2	65	607
4380	2	575	1149
8969	1	845	489
8491	1	354	509
3407	1	788	1175
273	2	674	58
6802	2	595	337
1721	1	79	213
1279	2	372	1201
5742	2	836	516
7239	2	452	902
7340	2	352	367
1659	1	85	84
2864	2	600	1267
950	1	758	914
6012	1	331	259
7447	1	462	715
6970	2	549	1379
2762	2	285	1053
1055	1	221	75
2933	2	635	1309
9903	2	711	298
4436	2	951	465
8918	2	914	1376
5360	1	657	1364
3269	1	579	578
9002	1	296	886
9674	1	472	794
3242	2	677	634
6145	1	54	773
5698	2	198	1334
1954	2	605	1268
7926	1	420	1142
26	2	158	971
7680	1	117	441
652	1	147	356
1307	2	435	1138
9295	1	743	77
2509	1	507	1257
5730	1	778	774
3536	2	503	1367
4493	2	279	612
1541	1	597	558
6071	1	189	817
5188	2	885	559
1699	2	489	202
2582	1	335	913
1042	1	874	1343
1604	1	802	545
4107	1	604	1079
7120	2	334	700
9891	2	70	873
1199	1	379	1047
3108	2	836	1220
2968	1	120	727
549	1	934	1095
2571	1	198	858
8168	1	327	234
6439	2	842	428
1790	2	862	211
3903	2	326	1235
5145	2	160	578
1741	2	984	836
2634	2	828	934
3440	2	785	970
3391	2	774	869
8085	2	847	806
4998	2	237	1305
4433	1	276	1258
9611	1	437	1037
5229	2	29	1437
2007	1	30	1284
1159	2	108	1435
3893	2	803	306
6126	1	63	818
1245	1	699	385
6632	1	534	262
178	1	475	1293
8012	2	41	301
8013	1	307	680
4779	2	463	1427
8436	1	636	1144
1198	1	416	984
5810	1	584	84
3681	2	317	365
7922	1	147	650
1239	1	322	315
5725	2	794	1148
6065	1	59	220
420	2	99	830
2188	1	748	447
2469	1	61	26
4240	1	591	488
4105	2	691	844
4307	1	554	494
9307	2	461	1382
578	1	86	380
650	2	79	333
9007	2	418	592
1321	1	896	1210
768	1	774	383
1853	2	180	1338
4871	2	472	271
338	1	107	687
7671	1	418	252
117	2	528	877
2594	2	697	724
2649	2	922	541
3973	2	496	218
8932	2	983	62
7150	1	956	614
5030	1	132	799
4953	2	446	771
6134	2	302	326
2135	2	611	1296
1371	1	572	236
8362	1	607	1345
3291	2	834	606
845	2	870	411
7008	1	1000	93
1056	2	473	443
8967	1	785	415
3387	2	863	1423
9815	2	108	621
9465	1	402	1211
1970	1	71	323
2223	1	526	54
4536	2	1007	467
2863	2	789	362
3521	1	961	994
7587	1	373	280
2181	2	396	808
8292	2	624	593
7736	2	92	1173
5804	2	220	30
6056	2	817	807
3827	1	129	1337
2110	1	646	341
2539	2	813	722
5614	2	363	935
5193	2	771	1067
2453	1	131	667
1592	2	928	892
9109	2	390	290
2880	1	445	304
6144	2	24	257
1527	1	999	294
9133	2	768	1360
5997	2	18	1041
2619	1	18	190
1696	1	378	760
1416	1	822	844
8293	2	904	1111
2757	2	807	269
1633	1	500	572
3619	1	509	557
332	2	989	811
7687	2	187	295
8167	2	210	1434
878	1	738	716
5506	1	892	854
8178	2	844	1251
962	2	98	1052
2908	2	1009	484
532	2	60	384
3437	1	597	380
9622	2	816	458
8949	1	896	1292
4836	1	472	308
6047	2	45	361
5870	1	258	941
2703	1	292	510
3815	2	55	570
4140	1	112	422
8475	2	37	879
5582	1	121	594
2085	1	693	666
7413	1	923	425
6512	1	197	1337
8886	2	750	226
108	1	710	95
7621	2	892	684
2617	2	159	755
9821	2	302	167
8533	2	817	1424
